Note,Score_duration,Time-Signature,Movement,Measure,Repeated
0,0,0,x,x,.
0,0.5,3/4,1,1,0
A5,0.5,3/4,1,1,0
A5,1.5,3/4,1,2,0
E5,0.5,3/4,1,2,0
C5,0.5,3/4,1,2,0
E5,0.5,3/4,1,2,0
A4,0.5,3/4,1,3,0
C5,0.5,3/4,1,3,0
E5,0.5,3/4,1,3,0
A5,0.5,3/4,1,3,0
C6,0.5,3/4,1,3,0
A5,0.5,3/4,1,3,0
D5,0.5,3/4,1,4,0
F5,0.5,3/4,1,4,0
A5,0.5,3/4,1,4,0
D6,0.5,3/4,1,4,0
F6,0.5,3/4,1,4,0
D6,0.5,3/4,1,4,0
G♯4,0.5,3/4,1,5,0
B4,0.5,3/4,1,5,0
E5,0.5,3/4,1,5,0
G♯5,0.5,3/4,1,5,0
B5,0.5,3/4,1,5,0
D5,0.5,3/4,1,5,0
C5,0.5,3/4,1,6,0
A5,0.5,3/4,1,6,0
B4,0.5,3/4,1,6,0
A5,0.5,3/4,1,6,0
E5,0.5,3/4,1,6,0
G♯5,0.5,3/4,1,6,0
A4,1.0,3/4,1,7,0
0,0.5,3/4,1,7,0
C6,0.5,3/4,1,7,0
B5,0.5,3/4,1,7,0
A5,0.5,3/4,1,7,0
G5,0.5,3/4,1,8,0
B4,0.5,3/4,1,8,0
C5,0.5,3/4,1,8,0
G5,0.5,3/4,1,8,0
A5,0.5,3/4,1,8,0
E5,0.5,3/4,1,8,0
F5,0.5,3/4,1,9,0
A4,0.5,3/4,1,9,0
B4,0.5,3/4,1,9,0
F5,0.5,3/4,1,9,0
G5,0.5,3/4,1,9,0
F5,0.5,3/4,1,9,0
E5,1.0,3/4,1,10,0
0,0.5,3/4,1,10,0
E5,0.5,3/4,1,10,0
D5,0.5,3/4,1,10,0
C5,0.5,3/4,1,10,0
D5,0.5,3/4,1,11,0
F♯5,0.5,3/4,1,11,0
G5,0.5,3/4,1,11,0
B5,0.5,3/4,1,11,0
E5,0.5,3/4,1,11,0
D5,0.5,3/4,1,11,0
C5,0.5,3/4,1,12,0
G5,0.5,3/4,1,12,0
F♯5,0.5,3/4,1,12,0
A5,0.5,3/4,1,12,0
D5,0.5,3/4,1,12,0
C5,0.5,3/4,1,12,0
B4,1.0,3/4,1,13,0
0,0.5,3/4,1,13,0
G5,0.5,3/4,1,13,0
E5,0.5,3/4,1,13,0
G5,0.5,3/4,1,13,0
A5,0.5,3/4,1,14,0
C5,0.5,3/4,1,14,0
F4,0.5,3/4,1,14,0
E5,0.5,3/4,1,14,0
D5,0.5,3/4,1,14,0
C6,0.5,3/4,1,14,0
B5,0.5,3/4,1,15,0
D5,0.5,3/4,1,15,0
G4,0.5,3/4,1,15,0
F5,0.5,3/4,1,15,0
E5,0.5,3/4,1,15,0
D6,0.5,3/4,1,15,0
C6,0.5,3/4,1,16,0
E5,0.5,3/4,1,16,0
A4,0.5,3/4,1,16,0
G5,0.5,3/4,1,16,0
F5,0.5,3/4,1,16,0
E6,0.5,3/4,1,16,0
D6,0.5,3/4,1,17,0
F5,0.5,3/4,1,17,0
B4,0.5,3/4,1,17,0
A5,0.5,3/4,1,17,0
G5,0.5,3/4,1,17,0
F6,0.5,3/4,1,17,0
E6,0.5,3/4,1,18,0
B5,0.5,3/4,1,18,0
C6,0.5,3/4,1,18,0
F4,0.5,3/4,1,18,0
G4,0.5,3/4,1,18,0
B5,0.5,3/4,1,18,0
C5,0.5,3/4,1,19,0
C6,0.5,3/4,1,19,0
D5,0.5,3/4,1,19,0
B5,0.5,3/4,1,19,0
E5,0.5,3/4,1,19,0
C6,0.5,3/4,1,19,0
F5,0.5,3/4,1,20,0
A5,0.5,3/4,1,20,0
G♯5,0.5,3/4,1,20,0
A5,0.5,3/4,1,20,0
D6,0.5,3/4,1,20,0
C♯6,0.5,3/4,1,20,0
D6,0.5,3/4,1,21,0
F6,0.5,3/4,1,21,0
D6,0.5,3/4,1,21,0
B5,0.5,3/4,1,21,0
C6,0.5,3/4,1,21,0
A5,0.5,3/4,1,21,0
E5,0.5,3/4,1,22,0
G♯5,0.5,3/4,1,22,0
B5,0.5,3/4,1,22,0
E6,0.5,3/4,1,22,0
B5,0.5,3/4,1,22,0
G♯5,0.5,3/4,1,22,0
E5,2.0,3/4,1,23,0
0,0.5,3/4,1,1,1
A5,0.5,3/4,1,1,1
A5,1.5,3/4,1,2,1
E5,0.5,3/4,1,2,1
C5,0.5,3/4,1,2,1
E5,0.5,3/4,1,2,1
A4,0.5,3/4,1,3,1
C5,0.5,3/4,1,3,1
E5,0.5,3/4,1,3,1
A5,0.5,3/4,1,3,1
C6,0.5,3/4,1,3,1
A5,0.5,3/4,1,3,1
D5,0.5,3/4,1,4,1
F5,0.5,3/4,1,4,1
A5,0.5,3/4,1,4,1
D6,0.5,3/4,1,4,1
F6,0.5,3/4,1,4,1
D6,0.5,3/4,1,4,1
G♯4,0.5,3/4,1,5,1
B4,0.5,3/4,1,5,1
E5,0.5,3/4,1,5,1
G♯5,0.5,3/4,1,5,1
B5,0.5,3/4,1,5,1
D5,0.5,3/4,1,5,1
C5,0.5,3/4,1,6,1
A5,0.5,3/4,1,6,1
B4,0.5,3/4,1,6,1
A5,0.5,3/4,1,6,1
E5,0.5,3/4,1,6,1
G♯5,0.5,3/4,1,6,1
A4,1.0,3/4,1,7,1
0,0.5,3/4,1,7,1
C6,0.5,3/4,1,7,1
B5,0.5,3/4,1,7,1
A5,0.5,3/4,1,7,1
G5,0.5,3/4,1,8,1
B4,0.5,3/4,1,8,1
C5,0.5,3/4,1,8,1
G5,0.5,3/4,1,8,1
A5,0.5,3/4,1,8,1
E5,0.5,3/4,1,8,1
F5,0.5,3/4,1,9,1
A4,0.5,3/4,1,9,1
B4,0.5,3/4,1,9,1
F5,0.5,3/4,1,9,1
G5,0.5,3/4,1,9,1
F5,0.5,3/4,1,9,1
E5,1.0,3/4,1,10,1
0,0.5,3/4,1,10,1
E5,0.5,3/4,1,10,1
D5,0.5,3/4,1,10,1
C5,0.5,3/4,1,10,1
D5,0.5,3/4,1,11,1
F♯5,0.5,3/4,1,11,1
G5,0.5,3/4,1,11,1
B5,0.5,3/4,1,11,1
E5,0.5,3/4,1,11,1
D5,0.5,3/4,1,11,1
C5,0.5,3/4,1,12,1
G5,0.5,3/4,1,12,1
F♯5,0.5,3/4,1,12,1
A5,0.5,3/4,1,12,1
D5,0.5,3/4,1,12,1
C5,0.5,3/4,1,12,1
B4,1.0,3/4,1,13,1
0,0.5,3/4,1,13,1
G5,0.5,3/4,1,13,1
E5,0.5,3/4,1,13,1
G5,0.5,3/4,1,13,1
A5,0.5,3/4,1,14,1
C5,0.5,3/4,1,14,1
F4,0.5,3/4,1,14,1
E5,0.5,3/4,1,14,1
D5,0.5,3/4,1,14,1
C6,0.5,3/4,1,14,1
B5,0.5,3/4,1,15,1
D5,0.5,3/4,1,15,1
G4,0.5,3/4,1,15,1
F5,0.5,3/4,1,15,1
E5,0.5,3/4,1,15,1
D6,0.5,3/4,1,15,1
C6,0.5,3/4,1,16,1
E5,0.5,3/4,1,16,1
A4,0.5,3/4,1,16,1
G5,0.5,3/4,1,16,1
F5,0.5,3/4,1,16,1
E6,0.5,3/4,1,16,1
D6,0.5,3/4,1,17,1
F5,0.5,3/4,1,17,1
B4,0.5,3/4,1,17,1
A5,0.5,3/4,1,17,1
G5,0.5,3/4,1,17,1
F6,0.5,3/4,1,17,1
E6,0.5,3/4,1,18,1
B5,0.5,3/4,1,18,1
C6,0.5,3/4,1,18,1
F4,0.5,3/4,1,18,1
G4,0.5,3/4,1,18,1
B5,0.5,3/4,1,18,1
C5,0.5,3/4,1,19,1
C6,0.5,3/4,1,19,1
D5,0.5,3/4,1,19,1
B5,0.5,3/4,1,19,1
E5,0.5,3/4,1,19,1
C6,0.5,3/4,1,19,1
F5,0.5,3/4,1,20,1
A5,0.5,3/4,1,20,1
G♯5,0.5,3/4,1,20,1
A5,0.5,3/4,1,20,1
D6,0.5,3/4,1,20,1
C♯6,0.5,3/4,1,20,1
D6,0.5,3/4,1,21,1
F6,0.5,3/4,1,21,1
D6,0.5,3/4,1,21,1
B5,0.5,3/4,1,21,1
C6,0.5,3/4,1,21,1
A5,0.5,3/4,1,21,1
E5,0.5,3/4,1,22,1
G♯5,0.5,3/4,1,22,1
B5,0.5,3/4,1,22,1
E6,0.5,3/4,1,22,1
B5,0.5,3/4,1,22,1
G♯5,0.5,3/4,1,22,1
E5,2.0,3/4,1,23,1
0,0.5,3/4,1,24,0
B5,0.5,3/4,1,24,0
B5,1.5,3/4,1,25,0
G♯5,0.5,3/4,1,25,0
A5,0.5,3/4,1,25,0
B5,0.5,3/4,1,25,0
E5,0.5,3/4,1,26,0
G♯5,0.5,3/4,1,26,0
B5,0.5,3/4,1,26,0
F5,0.5,3/4,1,26,0
E5,0.5,3/4,1,26,0
D5,0.5,3/4,1,26,0
C♯5,0.5,3/4,1,27,0
E5,0.5,3/4,1,27,0
G5,0.5,3/4,1,27,0
B♭5,0.5,3/4,1,27,0
A5,0.5,3/4,1,27,0
G5,0.5,3/4,1,27,0
F5,0.5,3/4,1,28,0
D5,0.5,3/4,1,28,0
G5,0.5,3/4,1,28,0
B♭4,0.5,3/4,1,28,0
A5,0.5,3/4,1,28,0
F4,0.5,3/4,1,28,0
B♭5,0.5,3/4,1,29,0
G4,0.5,3/4,1,29,0
A4,0.5,3/4,1,29,0
F5,0.5,3/4,1,29,0
E5,0.5,3/4,1,29,0
C♯6,0.5,3/4,1,29,0
D5,1.0,3/4,1,30,0
0,0.5,3/4,1,30,0
E5,0.5,3/4,1,30,0
F5,0.5,3/4,1,30,0
E5,0.5,3/4,1,30,0
D♯5,0.5,3/4,1,31,0
F♯5,0.5,3/4,1,31,0
A5,0.5,3/4,1,31,0
C6,0.5,3/4,1,31,0
B5,0.5,3/4,1,31,0
A5,0.5,3/4,1,31,0
G5,0.5,3/4,1,32,0
