Note,Score_duration,Time-Signature,Movement,Measure,Repeated
0,0,0,x,x,.
C5,1.0,3/4,1,1,0
F4,0.5,3/4,1,2,0
F5,0.5,3/4,1,2,0
E5,0.5,3/4,1,2,0
F5,0.5,3/4,1,2,0
A♭5,0.5,3/4,1,2,0
F5,0.5,3/4,1,2,0
D♭5,0.5,3/4,1,3,0
F5,0.5,3/4,1,3,0
E5,0.5,3/4,1,3,0
F5,0.5,3/4,1,3,0
A♭5,0.5,3/4,1,3,0
F5,0.5,3/4,1,3,0
A♭4,0.5,3/4,1,4,0
C6,0.5,3/4,1,4,0
B♭4,0.5,3/4,1,4,0
B♭5,0.5,3/4,1,4,0
C5,0.25,3/4,1,4,0
B♭5,0.25,3/4,1,4,0
A♭5,0.25,3/4,1,4,0
G5,0.25,3/4,1,4,0
A♭5,0.125,3/4,1,5,0
G5,0.125,3/4,1,5,0
F5,0.75,3/4,1,5,0
0,1.0,3/4,1,5,0
C5,1.0,3/4,1,5,0
F4,0.5,3/4,1,6,0
F5,0.5,3/4,1,6,0
E5,0.5,3/4,1,6,0
F5,0.5,3/4,1,6,0
A♭5,0.5,3/4,1,6,0
F5,0.5,3/4,1,6,0
B♭4,0.5,3/4,1,7,0
A♭5,0.5,3/4,1,7,0
G5,0.5,3/4,1,7,0
F5,0.5,3/4,1,7,0
F6,0.5,3/4,1,7,0
A♭5,0.5,3/4,1,7,0
E♭5,0.25,3/4,1,8,0
F5,0.25,3/4,1,8,0
G5,0.25,3/4,1,8,0
A♭5,0.25,3/4,1,8,0
B♭5,0.5,3/4,1,8,0
A♭5,1.0,3/4,1,8,0
G5,0.5,3/4,1,8,0
A♭4,0.5,3/4,1,9,0
G5,0.5,3/4,1,9,0
F5,0.5,3/4,1,9,0
E♭5,0.5,3/4,1,9,0
E♭6,0.5,3/4,1,9,0
G5,0.5,3/4,1,9,0
D5,0.25,3/4,1,10,0
E♭5,0.25,3/4,1,10,0
F5,0.25,3/4,1,10,0
G5,0.25,3/4,1,10,0
A♭5,0.5,3/4,1,10,0
G5,1.0,3/4,1,10,0
F5,0.5,3/4,1,10,0
G4,0.5,3/4,1,11,0
F5,0.5,3/4,1,11,0
E♭5,0.5,3/4,1,11,0
