Note,Score_duration,Time-Signature,Movement,Measure,Repeated
0,0,0,x,x,.
C5,1.0,3/4,1,1,0
E♭5,1.0,3/4,1,1,0
G5,1.0,3/4,1,1,0
A♭4,1.0,3/4,1,2,0
0,0.25,3/4,1,2,0
G5,0.25,3/4,1,2,0
F5,0.25,3/4,1,2,0
E5,0.25,3/4,1,2,0
F5,0.25,3/4,1,2,0
A♭5,0.25,3/4,1,2,0
C6,0.25,3/4,1,2,0
F6,0.25,3/4,1,2,0
B♭4,1.0,3/4,1,3,0
D5,1.0,3/4,1,3,0
F5,1.0,3/4,1,3,0
G4,1.0,3/4,1,4,0
0,0.25,3/4,1,4,0
F5,0.25,3/4,1,4,0
E♭5,0.25,3/4,1,4,0
D5,0.25,3/4,1,4,0
E♭5,0.25,3/4,1,4,0
G5,0.25,3/4,1,4,0
B♭5,0.25,3/4,1,4,0
E♭6,0.25,3/4,1,4,0
A♭4,1.0,3/4,1,5,0
C5,1.0,3/4,1,5,0
E♭5,1.0,3/4,1,5,0
F4,0.25,3/4,1,6,0
E♭5,0.25,3/4,1,6,0
D5,0.25,3/4,1,6,0
C5,0.25,3/4,1,6,0
E♭5,0.25,3/4,1,6,0
C5,0.25,3/4,1,6,0
B4,0.25,3/4,1,6,0
C5,0.25,3/4,1,6,0
B4,0.25,3/4,1,6,0
C5,0.25,3/4,1,6,0
B4,0.25,3/4,1,6,0
C5,0.25,3/4,1,6,0
G4,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
B4,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
E♭5,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
B4,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
B4,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
B4,0.25,3/4,1,7,0
C5,0.25,3/4,1,7,0
A♭4,0.25,3/4,1,8,0
C5,0.25,3/4,1,8,0
F5,0.25,3/4,1,8,0
A♭4,0.25,3/4,1,8,0
C5,0.25,3/4,1,8,0
F5,0.25,3/4,1,8,0
A♭5,0.25,3/4,1,8,0
C5,0.25,3/4,1,8,0
F5,0.25,3/4,1,8,0
A♭5,0.25,3/4,1,8,0
